locate,symbol,reason
1539,CME,OUTSIDE_COMPUTE_SCOPE_RANK
6349,PS,OUTSIDE_COMPUTE_SCOPE_RANK
2931,FLIR,OUTSIDE_COMPUTE_SCOPE_RANK
1841,CVLT,OUTSIDE_COMPUTE_SCOPE_RANK
1699,CREE,OUTSIDE_COMPUTE_SCOPE_RANK
7455,SSRM,OUTSIDE_COMPUTE_SCOPE_RANK
7105,SGMS,OUTSIDE_COMPUTE_SCOPE_RANK
8825,ZNGA,OUTSIDE_COMPUTE_SCOPE_RANK
4212,IPGP,OUTSIDE_COMPUTE_SCOPE_RANK
5035,MEDP,OUTSIDE_COMPUTE_SCOPE_RANK
7084,SFM,OUTSIDE_COMPUTE_SCOPE_RANK
53,ACGL,OUTSIDE_COMPUTE_SCOPE_RANK
4251,ISBC,OUTSIDE_COMPUTE_SCOPE_RANK
352,AMKR,OUTSIDE_COMPUTE_SCOPE_RANK
6207,PLAY,OUTSIDE_COMPUTE_SCOPE_RANK
7386,SPWR,OUTSIDE_COMPUTE_SCOPE_RANK
6078,PEGI,OUTSIDE_COMPUTE_SCOPE_RANK
6631,REGN,OUTSIDE_COMPUTE_SCOPE_RANK
1774,CTAS,OUTSIDE_COMPUTE_SCOPE_RANK
7941,TTD,OUTSIDE_COMPUTE_SCOPE_RANK
43,ACAD,OUTSIDE_COMPUTE_SCOPE_RANK
3903,HZNP,OUTSIDE_COMPUTE_SCOPE_RANK
8334,VLY,OUTSIDE_COMPUTE_SCOPE_RANK
5007,MDB,OUTSIDE_COMPUTE_SCOPE_RANK
5307,MTCH,OUTSIDE_COMPUTE_SCOPE_RANK
2842,FFIV,OUTSIDE_COMPUTE_SCOPE_RANK
5962,PACW,OUTSIDE_COMPUTE_SCOPE_RANK
3376,GLNG,OUTSIDE_COMPUTE_SCOPE_RANK
2519,EQIX,OUTSIDE_COMPUTE_SCOPE_RANK
6087,PENN,OUTSIDE_COMPUTE_SCOPE_RANK
6052,PDCO,OUTSIDE_COMPUTE_SCOPE_RANK
2242,DXCM,OUTSIDE_COMPUTE_SCOPE_RANK
8822,ZM,OUTSIDE_COMPUTE_SCOPE_RANK
6939,SBAC,OUTSIDE_COMPUTE_SCOPE_RANK
1414,CHNG,OUTSIDE_COMPUTE_SCOPE_RANK
1651,COUP,OUTSIDE_COMPUTE_SCOPE_RANK
8091,ULTA,OUTSIDE_COMPUTE_SCOPE_RANK
8388,VRNS,OUTSIDE_COMPUTE_SCOPE_RANK
474,ARCC,OUTSIDE_COMPUTE_SCOPE_RANK
2111,DOCU,OUTSIDE_COMPUTE_SCOPE_RANK
8830,ZS,OUTSIDE_COMPUTE_SCOPE_RANK
1384,CHFC,OUTSIDE_COMPUTE_SCOPE_RANK
8794,ZBRA,OUTSIDE_COMPUTE_SCOPE_RANK
7205,SLM,OUTSIDE_COMPUTE_SCOPE_RANK
5728,NWSA,OUTSIDE_COMPUTE_SCOPE_RANK
7104,SGMO,OUTSIDE_COMPUTE_SCOPE_RANK
5895,ORLY,OUTSIDE_COMPUTE_SCOPE_RANK
2891,FIVE,OUTSIDE_COMPUTE_SCOPE_RANK
3398,GLUU,OUTSIDE_COMPUTE_SCOPE_RANK
7170,SIVB,OUTSIDE_COMPUTE_SCOPE_RANK
5117,MIK,OUTSIDE_COMPUTE_SCOPE_RANK
6164,PI,OUTSIDE_COMPUTE_SCOPE_RANK
6960,SBRA,OUTSIDE_COMPUTE_SCOPE_RANK
7416,SRCL,OUTSIDE_COMPUTE_SCOPE_RANK
6834,RUN,OUTSIDE_COMPUTE_SCOPE_RANK
4124,IMMU,OUTSIDE_COMPUTE_SCOPE_RANK
3800,HQY,OUTSIDE_COMPUTE_SCOPE_RANK
8109,UNIT,OUTSIDE_COMPUTE_SCOPE_RANK
6420,PTLA,OUTSIDE_COMPUTE_SCOPE_RANK
4676,KTOS,OUTSIDE_COMPUTE_SCOPE_RANK
8709,XOG,OUTSIDE_COMPUTE_SCOPE_RANK
524,ARWR,OUTSIDE_COMPUTE_SCOPE_RANK
336,AMCX,OUTSIDE_COMPUTE_SCOPE_RANK
6485,PZZA,OUTSIDE_COMPUTE_SCOPE_RANK
77,ACST,OUTSIDE_COMPUTE_SCOPE_RANK
1169,CAKE,OUTSIDE_COMPUTE_SCOPE_RANK
6683,RGLD,OUTSIDE_COMPUTE_SCOPE_RANK
7267,SNBR,OUTSIDE_COMPUTE_SCOPE_RANK
1628,COLM,OUTSIDE_COMPUTE_SCOPE_RANK
64,ACIW,OUTSIDE_COMPUTE_SCOPE_RANK
4238,IRDM,OUTSIDE_COMPUTE_SCOPE_RANK
3654,HCSG,OUTSIDE_COMPUTE_SCOPE_RANK
33,ABMD,OUTSIDE_COMPUTE_SCOPE_RANK
2102,DNKN,OUTSIDE_COMPUTE_SCOPE_RANK
19,AAXN,OUTSIDE_COMPUTE_SCOPE_RANK
908,BKNG,OUTSIDE_COMPUTE_SCOPE_RANK
5142,MKTX,OUTSIDE_COMPUTE_SCOPE_RANK
3026,FOLD,OUTSIDE_COMPUTE_SCOPE_RANK
3035,FOSL,OUTSIDE_COMPUTE_SCOPE_RANK
849,BHF,OUTSIDE_COMPUTE_SCOPE_RANK
58,ACHN,OUTSIDE_COMPUTE_SCOPE_RANK
8297,VIAV,OUTSIDE_COMPUTE_SCOPE_RANK
1752,CSOD,OUTSIDE_COMPUTE_SCOPE_RANK
1288,CDNA,OUTSIDE_COMPUTE_SCOPE_RANK
6628,REG,OUTSIDE_COMPUTE_SCOPE_RANK
4043,IFRX,OUTSIDE_COMPUTE_SCOPE_RANK
4849,LOGI,OUTSIDE_COMPUTE_SCOPE_RANK
7926,TSG,OUTSIDE_COMPUTE_SCOPE_RANK
5828,OLED,OUTSIDE_COMPUTE_SCOPE_RANK
4867,LPSN,OUTSIDE_COMPUTE_SCOPE_RANK
1458,CINF,OUTSIDE_COMPUTE_SCOPE_RANK
4777,LGND,OUTSIDE_COMPUTE_SCOPE_RANK
1831,CVBF,OUTSIDE_COMPUTE_SCOPE_RANK
1321,CENX,OUTSIDE_COMPUTE_SCOPE_RANK
3907,IAC,OUTSIDE_COMPUTE_SCOPE_RANK
1027,BRKS,OUTSIDE_COMPUTE_SCOPE_RANK
5662,NTLA,OUTSIDE_COMPUTE_SCOPE_RANK
8239,VC,OUTSIDE_COMPUTE_SCOPE_RANK
6411,PTCT,OUTSIDE_COMPUTE_SCOPE_RANK
6680,RGEN,OUTSIDE_COMPUTE_SCOPE_RANK
4197,IONS,OUTSIDE_COMPUTE_SCOPE_RANK
2893,FIVN,OUTSIDE_COMPUTE_SCOPE_RANK
936,BLUE,OUTSIDE_COMPUTE_SCOPE_RANK
7882,TRMB,OUTSIDE_COMPUTE_SCOPE_RANK
2621,EVBG,OUTSIDE_COMPUTE_SCOPE_RANK
3504,GRPN,OUTSIDE_COMPUTE_SCOPE_RANK
7578,SYNA,OUTSIDE_COMPUTE_SCOPE_RANK
4866,LPLA,OUTSIDE_COMPUTE_SCOPE_RANK
7085,SFNC,OUTSIDE_COMPUTE_SCOPE_RANK
3337,GIII,OUTSIDE_COMPUTE_SCOPE_RANK
2385,EHTH,OUTSIDE_COMPUTE_SCOPE_RANK
4202,IOVA,OUTSIDE_COMPUTE_SCOPE_RANK
8393,VRSK,OUTSIDE_COMPUTE_SCOPE_RANK
6593,RCII,OUTSIDE_COMPUTE_SCOPE_RANK
6042,PCRX,OUTSIDE_COMPUTE_SCOPE_RANK
6797,RPD,OUTSIDE_COMPUTE_SCOPE_RANK
1622,COHR,OUTSIDE_COMPUTE_SCOPE_RANK
7969,TVTY,OUTSIDE_COMPUTE_SCOPE_RANK
6812,RRR,OUTSIDE_COMPUTE_SCOPE_RANK
8556,WKHS,OUTSIDE_COMPUTE_SCOPE_RANK
5697,NUVA,OUTSIDE_COMPUTE_SCOPE_RANK
589,ATNX,OUTSIDE_COMPUTE_SCOPE_RANK
6793,RP,OUTSIDE_COMPUTE_SCOPE_RANK
5650,NTCT,OUTSIDE_COMPUTE_SCOPE_RANK
999,BPOP,OUTSIDE_COMPUTE_SCOPE_RANK
2316,EDIT,OUTSIDE_COMPUTE_SCOPE_RANK
890,BJRI,OUTSIDE_COMPUTE_SCOPE_RANK
4788,LILAK,OUTSIDE_COMPUTE_SCOPE_RANK
7476,STAY,OUTSIDE_COMPUTE_SCOPE_RANK
1448,CIGI,OUTSIDE_COMPUTE_SCOPE_RANK
4885,LSCC,OUTSIDE_COMPUTE_SCOPE_RANK
7131,SHOO,OUTSIDE_COMPUTE_SCOPE_RANK
4008,IDXX,OUTSIDE_COMPUTE_SCOPE_RANK
4236,IRBT,OUTSIDE_COMPUTE_SCOPE_RANK
1184,CARA,OUTSIDE_COMPUTE_SCOPE_RANK
6095,PETS,OUTSIDE_COMPUTE_SCOPE_RANK
2162,DSGX,OUTSIDE_COMPUTE_SCOPE_RANK
1232,CBRL,OUTSIDE_COMPUTE_SCOPE_RANK
4175,INSM,OUTSIDE_COMPUTE_SCOPE_RANK
5786,ODP,OUTSIDE_COMPUTE_SCOPE_RANK
6045,PCTY,OUTSIDE_COMPUTE_SCOPE_RANK
7098,SGEN,OUTSIDE_COMPUTE_SCOPE_RANK
2899,FIZZ,OUTSIDE_COMPUTE_SCOPE_RANK
8038,UCBI,OUTSIDE_COMPUTE_SCOPE_RANK
3389,GLPI,OUTSIDE_COMPUTE_SCOPE_RANK
7815,TNDM,OUTSIDE_COMPUTE_SCOPE_RANK
7534,SUPN,OUTSIDE_COMPUTE_SCOPE_RANK
1634,CONE,OUTSIDE_COMPUTE_SCOPE_RANK
6210,PLCE,OUTSIDE_COMPUTE_SCOPE_RANK
7193,SLAB,OUTSIDE_COMPUTE_SCOPE_RANK
447,APPS,OUTSIDE_COMPUTE_SCOPE_RANK
8547,WING,OUTSIDE_COMPUTE_SCOPE_RANK
4928,LXRX,OUTSIDE_COMPUTE_SCOPE_RANK
6181,PIRS,OUTSIDE_COMPUTE_SCOPE_RANK
4950,MANH,OUTSIDE_COMPUTE_SCOPE_RANK
7432,SRPT,OUTSIDE_COMPUTE_SCOPE_RANK
3173,FWONK,OUTSIDE_COMPUTE_SCOPE_RANK
1646,CORT,OUTSIDE_COMPUTE_SCOPE_RANK
6125,PFPT,OUTSIDE_COMPUTE_SCOPE_RANK
309,ALRM,OUTSIDE_COMPUTE_SCOPE_RANK
7696,TELL,OUTSIDE_COMPUTE_SCOPE_RANK
1836,CVET,OUTSIDE_COMPUTE_SCOPE_RANK
227,AIMC,OUTSIDE_COMPUTE_SCOPE_RANK
6908,SAFM,OUTSIDE_COMPUTE_SCOPE_RANK
2654,EWBC,OUTSIDE_COMPUTE_SCOPE_RANK
3808,HRTX,OUTSIDE_COMPUTE_SCOPE_RANK
4850,LOGM,OUTSIDE_COMPUTE_SCOPE_RANK
6604,RDFN,OUTSIDE_COMPUTE_SCOPE_RANK
1729,CRUS,OUTSIDE_COMPUTE_SCOPE_RANK
323,AMAG,OUTSIDE_COMPUTE_SCOPE_RANK
513,ARQL,OUTSIDE_COMPUTE_SCOPE_RANK
2840,FFIN,OUTSIDE_COMPUTE_SCOPE_RANK
6522,QLYS,OUTSIDE_COMPUTE_SCOPE_RANK
2832,FFBC,OUTSIDE_COMPUTE_SCOPE_RANK
3744,HLIT,OUTSIDE_COMPUTE_SCOPE_RANK
5985,PAYS,OUTSIDE_COMPUTE_SCOPE_RANK
3613,HALO,OUTSIDE_COMPUTE_SCOPE_RANK
507,ARNA,OUTSIDE_COMPUTE_SCOPE_RANK
5667,NTRA,OUTSIDE_COMPUTE_SCOPE_RANK
259,AKRX,OUTSIDE_COMPUTE_SCOPE_RANK
5183,MMSI,OUTSIDE_COMPUTE_SCOPE_RANK
2705,EXTR,OUTSIDE_COMPUTE_SCOPE_RANK
2855,FGEN,OUTSIDE_COMPUTE_SCOPE_RANK
1197,CASY,OUTSIDE_COMPUTE_SCOPE_RANK
8817,ZIXI,OUTSIDE_COMPUTE_SCOPE_RANK
3478,GPRE,OUTSIDE_COMPUTE_SCOPE_RANK
1635,CONN,OUTSIDE_COMPUTE_SCOPE_RANK
4650,KPTI,OUTSIDE_COMPUTE_SCOPE_RANK
8126,UPWK,OUTSIDE_COMPUTE_SCOPE_RANK
2041,DIOD,OUTSIDE_COMPUTE_SCOPE_RANK
7262,SMTC,OUTSIDE_COMPUTE_SCOPE_RANK
4152,INFN,OUTSIDE_COMPUTE_SCOPE_RANK
3603,HA,OUTSIDE_COMPUTE_SCOPE_RANK
5043,MERC,OUTSIDE_COMPUTE_SCOPE_RANK
5566,NMIH,OUTSIDE_COMPUTE_SCOPE_RANK
5465,NEO,OUTSIDE_COMPUTE_SCOPE_RANK
7758,TILE,OUTSIDE_COMPUTE_SCOPE_RANK
5873,OPK,OUTSIDE_COMPUTE_SCOPE_RANK
3154,FULT,OUTSIDE_COMPUTE_SCOPE_RANK
5740,NXST,OUTSIDE_COMPUTE_SCOPE_RANK
5039,MELI,OUTSIDE_COMPUTE_SCOPE_RANK
5378,MYGN,OUTSIDE_COMPUTE_SCOPE_RANK
8061,UFPI,OUTSIDE_COMPUTE_SCOPE_RANK
7593,TACO,OUTSIDE_COMPUTE_SCOPE_RANK
2980,FMBI,OUTSIDE_COMPUTE_SCOPE_RANK
8809,ZGNX,OUTSIDE_COMPUTE_SCOPE_RANK
8272,VFF,OUTSIDE_COMPUTE_SCOPE_RANK
5645,NSTG,OUTSIDE_COMPUTE_SCOPE_RANK
2512,EPZM,OUTSIDE_COMPUTE_SCOPE_RANK
7637,TCBI,OUTSIDE_COMPUTE_SCOPE_RANK
395,ANDE,OUTSIDE_COMPUTE_SCOPE_RANK
6910,SAGE,OUTSIDE_COMPUTE_SCOPE_RANK
8542,WIFI,OUTSIDE_COMPUTE_SCOPE_RANK
829,BGCP,OUTSIDE_COMPUTE_SCOPE_RANK
6990,SCHL,OUTSIDE_COMPUTE_SCOPE_RANK
2361,EFOI,OUTSIDE_COMPUTE_SCOPE_RANK
2121,DORM,OUTSIDE_COMPUTE_SCOPE_RANK
5732,NXGN,OUTSIDE_COMPUTE_SCOPE_RANK
2770,FCFS,OUTSIDE_COMPUTE_SCOPE_RANK
1209,CBAY,OUTSIDE_COMPUTE_SCOPE_RANK
3316,GH,OUTSIDE_COMPUTE_SCOPE_RANK
8325,VKTX,OUTSIDE_COMPUTE_SCOPE_RANK
445,APPF,OUTSIDE_COMPUTE_SCOPE_RANK
1185,CARB,OUTSIDE_COMPUTE_SCOPE_RANK
7686,TECD,OUTSIDE_COMPUTE_SCOPE_RANK
1793,CTRE,OUTSIDE_COMPUTE_SCOPE_RANK
2116,DOMO,OUTSIDE_COMPUTE_SCOPE_RANK
1595,CNSL,OUTSIDE_COMPUTE_SCOPE_RANK
7787,TLRY,OUTSIDE_COMPUTE_SCOPE_RANK
8451,VYGR,OUTSIDE_COMPUTE_SCOPE_RANK
5727,NWS,OUTSIDE_COMPUTE_SCOPE_RANK
4379,JCOM,OUTSIDE_COMPUTE_SCOPE_RANK
8026,UBNK,OUTSIDE_COMPUTE_SCOPE_RANK
5749,NYMT,OUTSIDE_COMPUTE_SCOPE_RANK
2334,EEFT,OUTSIDE_COMPUTE_SCOPE_RANK
1002,BPR,OUTSIDE_COMPUTE_SCOPE_RANK
6274,PPBI,OUTSIDE_COMPUTE_SCOPE_RANK
4356,JACK,OUTSIDE_COMPUTE_SCOPE_RANK
3445,GO,OUTSIDE_COMPUTE_SCOPE_RANK
5257,MRCY,OUTSIDE_COMPUTE_SCOPE_RANK
7059,SEIC,OUTSIDE_COMPUTE_SCOPE_RANK
3560,GTLS,OUTSIDE_COMPUTE_SCOPE_RANK
670,AXSM,OUTSIDE_COMPUTE_SCOPE_RANK
7495,STMP,OUTSIDE_COMPUTE_SCOPE_RANK
5247,MPWR,OUTSIDE_COMPUTE_SCOPE_RANK
4277,ITCI,OUTSIDE_COMPUTE_SCOPE_RANK
4783,LHCG,OUTSIDE_COMPUTE_SCOPE_RANK
3235,GBT,OUTSIDE_COMPUTE_SCOPE_RANK
2706,EYE,OUTSIDE_COMPUTE_SCOPE_RANK
3226,GBCI,OUTSIDE_COMPUTE_SCOPE_RANK
1747,CSIQ,OUTSIDE_COMPUTE_SCOPE_RANK
5076,MGEE,OUTSIDE_COMPUTE_SCOPE_RANK
5208,MNTA,OUTSIDE_COMPUTE_SCOPE_RANK
6735,RMBS,OUTSIDE_COMPUTE_SCOPE_RANK
3725,HIIQ,OUTSIDE_COMPUTE_SCOPE_RANK
8389,VRNT,OUTSIDE_COMPUTE_SCOPE_RANK
6094,PETQ,OUTSIDE_COMPUTE_SCOPE_RANK
3016,FNKO,OUTSIDE_COMPUTE_SCOPE_RANK
5141,MKSI,OUTSIDE_COMPUTE_SCOPE_RANK
6020,PBYI,OUTSIDE_COMPUTE_SCOPE_RANK
6629,REGI,OUTSIDE_COMPUTE_SCOPE_RANK
6613,RDUS,OUTSIDE_COMPUTE_SCOPE_RANK
2858,FHB,OUTSIDE_COMPUTE_SCOPE_RANK
3679,HELE,OUTSIDE_COMPUTE_SCOPE_RANK
2570,ESPR,OUTSIDE_COMPUTE_SCOPE_RANK
6525,QNST,OUTSIDE_COMPUTE_SCOPE_RANK
8382,VRAY,OUTSIDE_COMPUTE_SCOPE_RANK
8047,UCTT,OUTSIDE_COMPUTE_SCOPE_RANK
8319,VIVO,OUTSIDE_COMPUTE_SCOPE_RANK
4250,IRWD,OUTSIDE_COMPUTE_SCOPE_RANK
1418,CHRS,OUTSIDE_COMPUTE_SCOPE_RANK
8256,VECO,OUTSIDE_COMPUTE_SCOPE_RANK
8251,VCYT,OUTSIDE_COMPUTE_SCOPE_RANK
7978,TWNK,OUTSIDE_COMPUTE_SCOPE_RANK
6597,RCM,OUTSIDE_COMPUTE_SCOPE_RANK
8400,VSAT,OUTSIDE_COMPUTE_SCOPE_RANK
3963,IBTX,OUTSIDE_COMPUTE_SCOPE_RANK
7145,SIEN,OUTSIDE_COMPUTE_SCOPE_RANK
4787,LILA,OUTSIDE_COMPUTE_SCOPE_RANK
5406,NATI,OUTSIDE_COMPUTE_SCOPE_RANK
5265,MRNA,OUTSIDE_COMPUTE_SCOPE_RANK
2472,ENSG,OUTSIDE_COMPUTE_SCOPE_RANK
3106,FSV,OUTSIDE_COMPUTE_SCOPE_RANK
3718,HIBB,OUTSIDE_COMPUTE_SCOPE_RANK
3091,FSCT,OUTSIDE_COMPUTE_SCOPE_RANK
5835,OMCL,OUTSIDE_COMPUTE_SCOPE_RANK
4710,LAUR,OUTSIDE_COMPUTE_SCOPE_RANK
5719,NWBI,OUTSIDE_COMPUTE_SCOPE_RANK
2737,FATE,OUTSIDE_COMPUTE_SCOPE_RANK
1677,CPRX,OUTSIDE_COMPUTE_SCOPE_RANK
8121,UPLD,OUTSIDE_COMPUTE_SCOPE_RANK
5084,MGNX,OUTSIDE_COMPUTE_SCOPE_RANK
1745,CSGS,OUTSIDE_COMPUTE_SCOPE_RANK
5806,OGI,OUTSIDE_COMPUTE_SCOPE_RANK
7705,TEUM,OUTSIDE_COMPUTE_SCOPE_RANK
657,AXGN,OUTSIDE_COMPUTE_SCOPE_RANK
8312,VIRT,OUTSIDE_COMPUTE_SCOPE_RANK
980,BOLD,OUTSIDE_COMPUTE_SCOPE_RANK
116,ADVM,OUTSIDE_COMPUTE_SCOPE_RANK
7703,TERP,OUTSIDE_COMPUTE_SCOPE_RANK
1744,CSGP,OUTSIDE_COMPUTE_SCOPE_RANK
594,ATRA,OUTSIDE_COMPUTE_SCOPE_RANK
5414,NBEV,OUTSIDE_COMPUTE_SCOPE_RANK
4913,LVGO,OUTSIDE_COMPUTE_SCOPE_RANK
8380,VRA,OUTSIDE_COMPUTE_SCOPE_RANK
8630,WTRH,OUTSIDE_COMPUTE_SCOPE_RANK
5659,NTGR,OUTSIDE_COMPUTE_SCOPE_RANK
7729,TGTX,OUTSIDE_COMPUTE_SCOPE_RANK
6264,PODD,OUTSIDE_COMPUTE_SCOPE_RANK
8027,UBNT,OUTSIDE_COMPUTE_SCOPE_RANK
2280,EBIX,OUTSIDE_COMPUTE_SCOPE_RANK
60,ACIA,OUTSIDE_COMPUTE_SCOPE_RANK
70,ACOR,OUTSIDE_COMPUTE_SCOPE_RANK
2534,ERIE,OUTSIDE_COMPUTE_SCOPE_RANK
1193,CASA,OUTSIDE_COMPUTE_SCOPE_RANK
801,BEAT,OUTSIDE_COMPUTE_SCOPE_RANK
3986,IDCC,OUTSIDE_COMPUTE_SCOPE_RANK
7687,TECH,OUTSIDE_COMPUTE_SCOPE_RANK
4846,LOCO,OUTSIDE_COMPUTE_SCOPE_RANK
2493,EPAY,OUTSIDE_COMPUTE_SCOPE_RANK
8345,VNDA,OUTSIDE_COMPUTE_SCOPE_RANK
127,AEIS,OUTSIDE_COMPUTE_SCOPE_RANK
7054,SEDG,OUTSIDE_COMPUTE_SCOPE_RANK
654,AXAS,OUTSIDE_COMPUTE_SCOPE_RANK
6223,PLUG,OUTSIDE_COMPUTE_SCOPE_RANK
5573,NMRK,OUTSIDE_COMPUTE_SCOPE_RANK
3083,FRPT,OUTSIDE_COMPUTE_SCOPE_RANK
1725,CRSP,OUTSIDE_COMPUTE_SCOPE_RANK
446,APPN,OUTSIDE_COMPUTE_SCOPE_RANK
4158,INGN,OUTSIDE_COMPUTE_SCOPE_RANK
8609,WSFS,OUTSIDE_COMPUTE_SCOPE_RANK
473,ARCB,OUTSIDE_COMPUTE_SCOPE_RANK
6177,PINC,OUTSIDE_COMPUTE_SCOPE_RANK
4191,INVA,OUTSIDE_COMPUTE_SCOPE_RANK
8837,ZUMZ,OUTSIDE_COMPUTE_SCOPE_RANK
3118,FTDR,OUTSIDE_COMPUTE_SCOPE_RANK
7766,TIVO,OUTSIDE_COMPUTE_SCOPE_RANK
1220,CBLK,OUTSIDE_COMPUTE_SCOPE_RANK
5637,NSIT,OUTSIDE_COMPUTE_SCOPE_RANK
960,BNFT,OUTSIDE_COMPUTE_SCOPE_RANK
2104,DNLI,OUTSIDE_COMPUTE_SCOPE_RANK
1627,COLL,OUTSIDE_COMPUTE_SCOPE_RANK
7494,STML,OUTSIDE_COMPUTE_SCOPE_RANK
8391,VRRM,OUTSIDE_COMPUTE_SCOPE_RANK
1838,CVGW,OUTSIDE_COMPUTE_SCOPE_RANK
4287,ITRI,OUTSIDE_COMPUTE_SCOPE_RANK
5036,MEET,OUTSIDE_COMPUTE_SCOPE_RANK
6571,RARX,OUTSIDE_COMPUTE_SCOPE_RANK
3844,HTLD,OUTSIDE_COMPUTE_SCOPE_RANK
3172,FWONA,OUTSIDE_COMPUTE_SCOPE_RANK
5205,MNRO,OUTSIDE_COMPUTE_SCOPE_RANK
5124,MINI,OUTSIDE_COMPUTE_SCOPE_RANK
1975,DENN,OUTSIDE_COMPUTE_SCOPE_RANK
8330,VLRX,OUTSIDE_COMPUTE_SCOPE_RANK
2119,DOOO,OUTSIDE_COMPUTE_SCOPE_RANK
1187,CARG,OUTSIDE_COMPUTE_SCOPE_RANK
2700,EXPO,OUTSIDE_COMPUTE_SCOPE_RANK
7990,TXMD,OUTSIDE_COMPUTE_SCOPE_RANK
7949,TTOO,OUTSIDE_COMPUTE_SCOPE_RANK
554,ASRT,OUTSIDE_COMPUTE_SCOPE_RANK
7873,TREE,OUTSIDE_COMPUTE_SCOPE_RANK
4538,KALU,OUTSIDE_COMPUTE_SCOPE_RANK
7380,SPTN,OUTSIDE_COMPUTE_SCOPE_RANK
6685,RGNX,OUTSIDE_COMPUTE_SCOPE_RANK
315,ALTR,OUTSIDE_COMPUTE_SCOPE_RANK
6442,PVAC,OUTSIDE_COMPUTE_SCOPE_RANK
4811,LLNW,OUTSIDE_COMPUTE_SCOPE_RANK
5601,NOVT,OUTSIDE_COMPUTE_SCOPE_RANK
620,AVAV,OUTSIDE_COMPUTE_SCOPE_RANK
8384,VREX,OUTSIDE_COMPUTE_SCOPE_RANK
7909,TRUE,OUTSIDE_COMPUTE_SCOPE_RANK
17,AAWW,OUTSIDE_COMPUTE_SCOPE_RANK
8848,ZYNE,OUTSIDE_COMPUTE_SCOPE_RANK
3132,FTR,OUTSIDE_COMPUTE_SCOPE_RANK
2914,FLDM,OUTSIDE_COMPUTE_SCOPE_RANK
5271,MRTX,OUTSIDE_COMPUTE_SCOPE_RANK
3053,FPRX,OUTSIDE_COMPUTE_SCOPE_RANK
3039,FOXF,OUTSIDE_COMPUTE_SCOPE_RANK
6610,RDNT,OUTSIDE_COMPUTE_SCOPE_RANK
779,BCRX,OUTSIDE_COMPUTE_SCOPE_RANK
4437,JJSF,OUTSIDE_COMPUTE_SCOPE_RANK
6992,SCHN,OUTSIDE_COMPUTE_SCOPE_RANK
8240,VCEL,OUTSIDE_COMPUTE_SCOPE_RANK
8511,WETF,OUTSIDE_COMPUTE_SCOPE_RANK
8599,WRLD,OUTSIDE_COMPUTE_SCOPE_RANK
114,ADTN,OUTSIDE_COMPUTE_SCOPE_RANK
1637,COOP,OUTSIDE_COMPUTE_SCOPE_RANK
7509,STRA,OUTSIDE_COMPUTE_SCOPE_RANK
4615,KLXE,OUTSIDE_COMPUTE_SCOPE_RANK
7963,TUSK,OUTSIDE_COMPUTE_SCOPE_RANK
5886,ORBC,OUTSIDE_COMPUTE_SCOPE_RANK
4117,IMGN,OUTSIDE_COMPUTE_SCOPE_RANK
1297,CDXS,OUTSIDE_COMPUTE_SCOPE_RANK
8712,XON,OUTSIDE_COMPUTE_SCOPE_RANK
6844,RVNC,OUTSIDE_COMPUTE_SCOPE_RANK
6956,SBNY,OUTSIDE_COMPUTE_SCOPE_RANK
1377,CHDN,OUTSIDE_COMPUTE_SCOPE_RANK
5768,OBLN,OUTSIDE_COMPUTE_SCOPE_RANK
6619,REAL,OUTSIDE_COMPUTE_SCOPE_RANK
2695,EXLS,OUTSIDE_COMPUTE_SCOPE_RANK
2971,FLXN,OUTSIDE_COMPUTE_SCOPE_RANK
1044,BRY,OUTSIDE_COMPUTE_SCOPE_RANK
2377,EGOV,OUTSIDE_COMPUTE_SCOPE_RANK
4249,IRTC,OUTSIDE_COMPUTE_SCOPE_RANK
3557,GTHX,OUTSIDE_COMPUTE_SCOPE_RANK
6203,PLAB,OUTSIDE_COMPUTE_SCOPE_RANK
6748,RMTI,OUTSIDE_COMPUTE_SCOPE_RANK
414,AOBC,OUTSIDE_COMPUTE_SCOPE_RANK
7970,TW,OUTSIDE_COMPUTE_SCOPE_RANK
877,BIOS,OUTSIDE_COMPUTE_SCOPE_RANK
6828,RTRX,OUTSIDE_COMPUTE_SCOPE_RANK
5079,MGI,OUTSIDE_COMPUTE_SCOPE_RANK
1175,CAMP,OUTSIDE_COMPUTE_SCOPE_RANK
6634,REKR,OUTSIDE_COMPUTE_SCOPE_RANK
5449,NDSN,OUTSIDE_COMPUTE_SCOPE_RANK
6228,PLXS,OUTSIDE_COMPUTE_SCOPE_RANK
7376,SPSC,OUTSIDE_COMPUTE_SCOPE_RANK
4680,KURA,OUTSIDE_COMPUTE_SCOPE_RANK
978,BOKF,OUTSIDE_COMPUTE_SCOPE_RANK
3291,GERN,OUTSIDE_COMPUTE_SCOPE_RANK
996,BPMC,OUTSIDE_COMPUTE_SCOPE_RANK
3983,ICUI,OUTSIDE_COMPUTE_SCOPE_RANK
7370,SPPI,OUTSIDE_COMPUTE_SCOPE_RANK
1694,CRBP,OUTSIDE_COMPUTE_SCOPE_RANK
5914,OSUR,OUTSIDE_COMPUTE_SCOPE_RANK
436,APLS,OUTSIDE_COMPUTE_SCOPE_RANK
3450,GOGL,OUTSIDE_COMPUTE_SCOPE_RANK
3451,GOGO,OUTSIDE_COMPUTE_SCOPE_RANK
4168,INOV,OUTSIDE_COMPUTE_SCOPE_RANK
