imbalance_bin,spread_class,price_band,observations,mean_signal_signed_mid_move_bps,net_structural_floor_bps,qimb_bound_structural_floor_bps,abstention_gain_structural_floor_bps,net_accessible_fixed_bps,qimb_bound_accessible_fixed_bps,abstention_gain_accessible_fixed_bps,net_accessible_tiered_bps,qimb_bound_accessible_tiered_bps,abstention_gain_accessible_tiered_bps,prob_net_structural_floor_positive,prob_qimb_bound_structural_floor_positive,prob_net_accessible_fixed_positive,prob_qimb_bound_accessible_fixed_positive,prob_net_accessible_tiered_positive,prob_qimb_bound_accessible_tiered_positive,horizon_ms,delay_ms,side_dictated_by,cost_ledger_id,label,note
"[-0.6,-0.4)",ONE_TICK,5-25,2677,-0.0061368659231279205,-26.231074994601112,0.0,26.231074994601112,-48.21523509087789,0.0,48.21523509087789,-38.14380738882962,0.0,38.14380738882962,0.0,0.0,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",ONE_TICK,25-50,16571,0.021728482909094748,-4.509569895837464,0.0003706072967297349,4.509940503134193,-7.9882839469815226,0.0,7.9882839469815226,-6.487699492473309,0.00013108163230820855,6.487830574105617,0.00018103916480598635,0.00018103916480598635,0.0,0.0,6.034638826866212e-05,6.034638826866212e-05,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",ONE_TICK,50-100,38074,0.01652719733888975,-2.7297098783678124,0.0008106434125837094,2.730520521780396,-4.685223731059594,0.0005105283691378433,4.685734259428731,-3.890113227501624,0.0005781396381234669,3.890691367139748,0.00044649892314965593,0.00044649892314965593,2.6264642538215056e-05,2.6264642538215056e-05,7.879392761464516e-05,7.879392761464516e-05,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",ONE_TICK,100-200,6127,0.015424599514597598,-1.5473281970636985,0.0002499322402770727,1.5475781293039756,-2.4902332364010684,0.0,2.4902332364010684,-2.164115017015624,4.044891345073271e-05,2.1641554659290745,0.0013056960992329036,0.0013056960992329036,0.0,0.0,0.00016321201240411296,0.00016321201240411296,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",ONE_TICK,200+,1287,0.014550020703795213,-0.9850934173873731,0.0014181373256003257,0.9865115547129736,-1.441011121782944,0.0,1.441011121782944,-1.3404422947841401,0.00031305952277186846,1.340755354306912,0.003108003108003108,0.003108003108003108,0.0,0.0,0.003108003108003108,0.003108003108003108,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",WIDER_THAN_ONE_TICK,5-25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",WIDER_THAN_ONE_TICK,25-50,848,0.010096879061054598,-7.384189962011617,0.0007256460733859384,7.384915608085004,-10.399546846949045,0.0,10.399546846949045,-9.11356741355168,0.0,9.11356741355168,0.0011792452830188679,0.0011792452830188679,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",WIDER_THAN_ONE_TICK,50-100,10328,0.009987899302799988,-5.1103749103199085,0.0021611695365190246,5.112536079856427,-6.863340585085622,0.001532209570606389,6.864872794656229,-6.162040772653133,0.001737573670132724,6.163778346323266,0.0005809450038729666,0.0005809450038729666,0.0002904725019364833,0.0002904725019364833,0.0002904725019364833,0.0002904725019364833,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",WIDER_THAN_ONE_TICK,100-200,3140,0.00880594054508437,-2.9274123633738864,0.00035806488686155404,2.927770428260748,-3.9048293830907923,0.0,3.9048293830907923,-3.562726854368855,0.00013057106443810227,3.5628574254332928,0.0003184713375796178,0.0003184713375796178,0.0,0.0,0.0003184713375796178,0.0003184713375796178,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.6,-0.4)",WIDER_THAN_ONE_TICK,200+,1270,0.010173558107278402,-1.4748509063323183,0.003351683806106454,1.4782025901384248,-1.931039175926901,0.002633800619360909,1.9336729765462617,-1.8303450359849065,0.002792112033465627,1.8331371480183722,0.0015748031496062992,0.0015748031496062992,0.0007874015748031496,0.0007874015748031496,0.0015748031496062992,0.0015748031496062992,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
