locate,symbol,market_category,issue_classification,dollar_volume_usd,shares_traded,trade_count,cross_messages,median_trade_price_usd,price_ok,median_dollar_volume,liquidity_rank_all_eligible,liquidity_rank,in_liquidity_decile,reason_code,proxy_status,reporting_only
6963,SBT,S,C,218277.5,21923,340,2,9.99,True,218277.5,1306,1301,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
6964,SBUX,Q,C,134564638.725,1384494,14661,2,97.08,True,134564638.725,22,22,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
6990,SCHL,Q,C,2574841.235,75148,1199,2,34.51,True,2574841.235,635,633,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
6992,SCHN,Q,C,1005515.62,36969,744,2,27.32,True,1005515.62,912,909,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7009,SCKT,S,C,39541.3,14367,53,2,2.76,True,39541.3,1755,1724,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7014,SCON,S,C,8867.62,9384,16,2,0.9401,False,8867.62,2064,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7015,SCOR,Q,C,420188.88,130002,915,2,3.26,True,420188.88,1152,1148,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7017,SCPH,Q,C,30871.99,5344,71,2,5.73,True,30871.99,1826,1783,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7018,SCPL,Q,C,212057.25,20620,240,2,10.3,True,212057.25,1311,1306,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7020,SCSC,Q,C,1045658.65,30630,661,2,34.16,True,1045658.65,900,897,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7021,SCVL,Q,C,2018704.82,79075,1133,2,25.56,True,2018704.82,709,707,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7022,SCWX,Q,C,224570.16,18636,388,2,12.08,True,224570.16,1299,1294,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7024,SCYX,G,C,35963.27,31333,189,2,1.15,True,35963.27,1779,1747,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7049,SEAC,Q,C,111624.09,56185,295,2,1.99,True,111624.09,1497,1486,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7054,SEDG,Q,C,4589748.03,72086,1319,2,63.67,True,4589748.03,470,470,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7056,SEED,Q,C,42889.43,7642,30,2,5.65,True,42889.43,1732,1702,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7057,SEEL,S,C,32611.775,18404,118,2,1.77,True,32611.775,1813,1772,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7059,SEIC,Q,C,9576502.63,158923,2282,2,60.29,True,9576502.63,298,298,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7061,SELB,G,C,74690.68,43279,291,2,1.7,True,74690.68,1596,1577,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7062,SELF,S,C,20261.5,4875,10,2,4.16,True,20261.5,1919,1865,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7065,SENEA,Q,C,144073.86,4522,104,2,31.77,True,144073.86,1424,1414,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7066,SENEB,Q,C,0.0,0,0,2,,False,0.0,2378,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7069,SES,S,C,536955.385,111103,847,3,4.76,True,536955.385,1090,1086,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7070,SESN,G,C,122987.235,109802,313,2,1.13,True,122987.235,1466,1455,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7075,SFBC,S,C,44916.83,1275,12,2,35.01,True,44916.83,1717,1688,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7076,SFBS,Q,C,1619861.555,47726,865,2,33.97,True,1619861.555,762,760,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7081,SFIX,Q,C,25537330.58,966611,10216,2,26.43,True,25537330.58,143,143,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7083,SFLY,Q,C,15276433.525,301753,1388,2,50.62,True,15276433.525,219,219,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7084,SFM,Q,C,6173914.36,356789,3356,2,17.3,True,6173914.36,391,391,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7085,SFNC,Q,C,5320533.27,208196,2452,2,25.645,True,5320533.27,425,425,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7086,SFST,G,C,116839.6,2834,73,2,41.24,True,116839.6,1482,1471,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7091,SG,Q,C,0.0,0,0,2,,False,0.0,2379,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7092,SGA,G,C,20842.18,680,14,2,30.6,True,20842.18,1911,1857,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7094,SGBX,S,C,35549.7302,40207,93,2,0.8801,False,35549.7302,1784,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7095,SGC,G,C,80227.86,4531,175,2,17.67,True,80227.86,1574,1556,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7098,SGEN,Q,C,10264807.71,136081,2581,2,75.37,True,10264807.71,284,284,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7101,SGLB,S,C,926106.175,626584,2161,2,1.47,True,926106.175,936,933,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7103,SGMA,S,C,174872.25,41159,170,2,4.25,True,174872.25,1376,1370,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7104,SGMO,Q,C,5024655.45,415738,4254,2,12.085,True,5024655.45,437,437,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7105,SGMS,Q,C,6435951.18,315911,3945,2,20.48,True,6435951.18,381,381,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7108,SGRP,S,C,366.1852,485,7,2,0.75,False,366.1852,2286,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7109,SGRY,Q,C,540776.725,70972,823,2,7.61,True,540776.725,1087,1083,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7114,SHBI,Q,C,29868.41,1821,37,2,16.4,True,29868.41,1839,1795,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7116,SHEN,Q,C,2061841.54,51035,1164,2,40.32,True,2061841.54,705,703,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7119,SHIP,S,C,15975.1824,27065,144,2,0.5909,False,15975.1824,1967,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7125,SHLO,Q,C,22661.05,4452,79,2,5.11,True,22661.05,1895,1842,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7131,SHOO,Q,C,8882112.88,260816,3724,2,34.08,True,8882112.88,314,314,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7133,SHOS,S,C,8871.03,3475,23,2,2.55,True,8871.03,2062,1975,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7134,SHSP,S,C,146355.17,14974,210,2,9.79,True,146355.17,1419,1409,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7141,SIBN,G,C,685060.475,37389,481,2,18.3,True,685060.475,1019,1016,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7142,SIC,S,C,544242.76,48374,667,2,11.21,True,544242.76,1084,1080,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7144,SIEB,S,C,13893.565,1237,29,2,11.26,True,13893.565,1994,1922,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7145,SIEN,Q,C,1531333.985,250768,1914,2,6.19,True,1531333.985,795,793,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7149,SIGA,G,C,210839.64,37138,453,2,5.69,True,210839.64,1313,1308,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7150,SIGI,Q,C,4503435.15,60162,1156,2,74.86,True,4503435.15,476,476,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7155,SILK,G,C,3705289.505,88636,1103,2,41.39,True,3705289.505,541,540,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7161,SINO,S,C,4416.2698,6729,14,2,0.679,False,4416.2698,2144,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7162,SINT,S,C,467762.63,169171,900,2,2.77,True,467762.63,1128,1124,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7163,SIRI,Q,C,45982234.805,7416053,7524,2,6.2,True,45982234.805,90,90,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7169,SITO,S,C,7831.0459,12344,65,2,0.65,False,7831.0459,2080,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7170,SIVB,Q,C,20089909.465,87488,2052,2,229.94,True,20089909.465,178,178,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7184,SKIS,G,C,277084.61,25513,122,2,10.86,True,277084.61,1247,1242,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7191,SKYW,Q,C,3226276.59,51870,1155,2,62.22,True,3226276.59,573,572,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7193,SLAB,Q,C,8095425.5,70808,1618,2,114.49,True,8095425.5,330,330,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7196,SLCT,G,C,39226.73,3451,59,2,11.41,True,39226.73,1756,1725,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7197,SLDB,Q,C,1012087.345,173666,1129,2,5.92,True,1012087.345,911,908,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7201,SLGG,S,C,33603.14,4323,61,2,7.73,True,33603.14,1802,1765,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7203,SLGN,Q,C,2851726.93,93178,1147,2,30.62,True,2851726.93,605,604,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7205,SLM,Q,C,4409769.295,481582,1914,2,9.155,True,4409769.295,483,483,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7207,SLNG,S,C,34937.745,6501,70,2,5.48,True,34937.745,1788,1754,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7208,SLNO,S,C,60810.28,26479,94,2,2.33,True,60810.28,1648,1624,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7210,SLP,S,C,1562443.93,39542,753,2,39.36,True,1562443.93,784,782,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7212,SLRC,Q,C,324053.455,15555,154,2,20.84,True,324053.455,1215,1210,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7213,SLRX,S,C,120973.255,13084,164,2,9.04,True,120973.255,1471,1460,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7214,SLS,S,C,2659864.7241,14433158,10590,2,0.1865,False,2659864.7241,626,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7227,SMBC,G,C,133853.74,3819,84,2,34.92,True,133853.74,1437,1427,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7228,SMBK,S,C,236885.585,10706,187,2,21.98,True,236885.585,1288,1283,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7232,SMED,S,C,5107.53,1374,12,2,3.7,True,5107.53,2130,2029,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7241,SMIT,S,C,215.0,100,1,2,2.15,True,215.0,2297,2162,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7247,SMMC,S,C,0.0,0,0,2,,False,0.0,2380,,False,NO_TRADES_ON_SAMPLE_DAY,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7251,SMMF,S,C,110819.485,4103,107,2,27.04,True,110819.485,1499,1488,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7258,SMPL,S,C,2469111.36,90016,1336,2,27.44,True,2469111.36,647,645,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7259,SMRT,Q,C,6652.0768,7903,75,2,0.8449,False,6652.0768,2097,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7260,SMSI,S,C,3064701.435,523635,2553,2,5.98,True,3064701.435,586,585,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7262,SMTC,Q,C,5195396.675,96787,2054,2,53.74,True,5195396.675,431,431,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7264,SMTX,G,C,11592.24,3109,40,2,3.73,True,11592.24,2023,1944,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7267,SNBR,Q,C,13762051.825,272865,3679,2,50.58,True,13762051.825,232,232,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7268,SNCR,Q,C,321403.425,39565,512,2,8.14,True,321403.425,1218,1213,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7269,SND,Q,C,249206.2,103620,816,2,2.44,True,249206.2,1269,1264,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7272,SNDX,Q,C,406380.5,44150,637,2,9.26,True,406380.5,1165,1161,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7274,SNES,S,C,33878.2,22166,133,2,1.53,True,33878.2,1799,1762,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7275,SNFCA,G,C,5672.07,1089,19,2,5.24,True,5672.07,2118,2018,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7276,SNGX,S,C,118550.16,91187,320,2,1.3,True,118550.16,1479,1468,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7284,SNNA,Q,C,6180.3029,7763,72,2,0.8002,False,6180.3029,2100,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7285,SNOA,S,C,1071.18,170,4,2,6.3,True,1071.18,2247,2124,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7289,SNPS,Q,C,33086387.97,244039,4482,2,135.55,True,33086387.97,116,116,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7292,SNSS,S,C,104676.2676,121336,335,2,0.86,False,104676.2676,1511,,False,PRICE_BELOW_1_USD,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7301,SOHO,G,C,20561.64,2910,74,2,7.06,True,20561.64,1914,1860,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7312,SOLO,S,C,81107.14,27813,168,2,2.92,True,81107.14,1571,1553,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7314,SOLY,S,C,957280.935,78089,618,2,12.24,True,957280.935,924,921,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7316,SONA,G,C,151416.41,9560,153,2,15.89,True,151416.41,1411,1402,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7317,SONM,G,C,79833.72,6844,81,2,11.68,True,79833.72,1577,1559,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7318,SONO,Q,C,983593.805,91080,863,2,10.79,True,983593.805,918,915,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7320,SORL,G,C,14490.735,4282,30,2,3.39,True,14490.735,1985,1915,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7326,SP,Q,C,1015847.61,28836,577,2,35.27,True,1015847.61,910,907,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7331,SPAR,Q,C,750549.945,62969,837,2,11.94,True,750549.945,1001,998,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7340,SPEX,S,C,11536.78,4863,21,2,2.37,True,11536.78,2025,1946,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7342,SPFI,Q,C,8562.67,489,15,2,17.56,True,8562.67,2071,1983,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7351,SPHS,S,C,4552.425,4506,64,2,1.02,True,4552.425,2142,2041,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7354,SPKE,Q,C,112096.84,10194,151,2,11.0,True,112096.84,1494,1483,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7358,SPLK,Q,C,44843669.225,325248,5907,2,137.96,True,44843669.225,92,92,True,PROXY_LIQUIDITY_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7366,SPNE,Q,C,76580.03,5901,130,2,13.05,True,76580.03,1588,1570,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7367,SPNS,S,C,151866.44,9237,160,2,16.44,True,151866.44,1410,1401,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7368,SPOK,Q,C,369193.58,25974,346,2,14.28,True,369193.58,1188,1183,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7370,SPPI,Q,C,1256905.56,165122,1535,2,7.59,True,1256905.56,848,846,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7373,SPRO,Q,C,98049.75,9696,88,2,10.085,True,98049.75,1530,1517,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7374,SPRT,S,C,18846.85,11927,59,2,1.57,True,18846.85,1937,1878,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7376,SPSC,Q,C,5157853.61,45867,1416,2,112.69,True,5157853.61,433,433,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
7380,SPTN,Q,C,947605.12,79438,1082,2,11.94,True,947605.12,930,927,False,LIQUIDITY_OUTSIDE_TOP_DECILE,SINGLE_DAY_LIQUIDITY_PROXY_NOT_UNIVERSE_MEMBERSHIP,True
